Line#,Date,"Water Content (RXW-GP4 21474793:21124508-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-11), *C, Soap","Water Content (RXW-GP4 21474793:21124508-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-10), *C, Soap","Temperature (RXW-GP4 21474793:21124508-6), *C, Soap","Water Content (RXW-GP4 21474793:21124508-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-8), *C, Soap","Water Content (RXW-GP4 21474793:21124508-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-7), *C, Soap","Temperature (RXW-GP4 21474793:21124508-5), *C, Soap","Temperature (RXW-GP4 21474793:21124508-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-10), *C, Soap","Temperature (RXW-GP4 21474793:21124505-5), *C, Soap","Temperature (RXW-GP4 21474793:21124505-11), *C, Soap","Temperature (RXW-GP4 21474793:21124505-6), *C, Soap","Water Content (RXW-GP4 21474793:21124505-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124505-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-7), *C, Soap","Temperature (RXW-GP4 21474793:21124505-8), *C, Soap","Temperature (RXW-GP4 21474793:21124502-6), *C, Soap","Temperature (RXW-GP4 21474793:21124502-10), *C, Soap","Temperature (RXW-GP4 21474793:21124502-9), *C, Soap","Water Content (RXW-GP4 21474793:21124502-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-7), *C, Soap","Water Content (RXW-GP4 21474793:21124502-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-11), *C, Soap","Water Content (RXW-GP4 21474793:21124502-4), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124502-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-5), *C, Soap","Temperature (RXW-GP4 21474793:21124502-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-6), *C, Soap","Water Content (RXW-GP4 21474793:21124506-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-9), *C, Soap","Temperature (RXW-GP4 21474793:21124506-5), *C, Soap","Water Content (RXW-GP4 21474793:21124506-1), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-7), *C, Soap","Temperature (RXW-GP4 21474793:21124506-10), *C, Soap","Temperature (RXW-GP4 21474793:21124506-11), *C, Soap"
614,01/11/24 18:55:00,0.414,7.1,0.472,6.5,2.3,0.343,4.8,0.390,3.6,1.6,5.6,0.410,6.0,0.312,6.5,1.2,7.3,2.5,0.300,0.352,3.8,4.7,1.8,6.1,5.0,0.278,2.8,0.161,7.0,0.340,0.220,1.5,4.1,5.0,2.8,0.639,5.6,2.0,0.520,0.648,0.637,4.0,6.5,7.1
615,01/11/24 19:00:00,0.414,7.1,0.472,6.5,2.3,0.343,4.7,0.390,3.6,1.6,5.6,0.410,5.8,0.312,6.3,1.3,7.3,2.6,0.300,0.354,3.8,4.7,1.8,6.1,5.0,0.278,2.8,0.161,7.0,0.340,0.220,1.5,4.1,5.1,2.8,0.639,5.6,2.0,0.519,0.648,0.637,4.0,6.5,7.1
616,01/11/24 19:05:00,0.414,7.1,0.472,6.5,2.3,0.343,4.7,0.390,3.6,1.6,5.6,0.410,6.0,0.312,6.3,1.3,7.1,2.5,0.300,0.352,3.8,4.7,1.8,6.1,5.0,0.277,2.8,0.161,7.0,0.340,0.220,1.5,4.1,5.0,2.8,0.639,5.6,2.0,0.518,0.648,0.637,4.0,6.5,7.1
617,01/11/24 19:10:00,0.414,7.0,0.472,6.5,2.3,0.343,4.8,0.390,3.6,1.6,5.6,0.410,5.8,0.312,6.3,1.3,7.1,2.5,0.300,0.352,3.8,4.7,1.8,6.1,5.0,0.278,2.7,0.161,7.0,0.340,0.220,1.5,4.1,5.0,2.8,0.639,5.6,2.0,0.516,0.648,0.637,4.0,6.5,7.1
618,01/11/24 19:15:00,0.414,7.1,0.472,6.5,2.3,0.343,4.8,0.390,3.6,1.6,5.6,0.410,6.0,0.312,6.5,1.3,7.1,2.5,0.300,0.352,3.8,4.7,1.8,6.1,5.1,0.278,2.8,0.161,7.0,0.340,0.220,1.5,4.1,5.0,2.8,0.639,5.6,2.0,0.514,0.648,0.637,3.8,6.5,7.0
619,01/11/24 19:20:00,0.414,7.1,0.472,6.5,2.2,0.343,4.8,0.390,3.6,1.6,5.6,0.410,6.0,0.312,6.3,1.3,7.3,2.5,0.300,0.352,3.8,4.7,1.8,6.1,5.0,0.278,2.7,0.161,7.0,0.340,0.220,1.5,4.1,5.1,2.8,0.000,0.0,2.0,0.512,0.648,0.000,4.0,0.0,0.0
620,01/11/24 19:25:00,0.414,7.0,0.472,6.5,2.3,0.343,4.7,0.390,3.7,1.6,5.6,0.410,6.0,0.312,6.3,1.3,7.1,2.5,0.300,0.352,3.7,4.7,1.8,6.1,5.0,0.278,2.7,0.161,7.0,0.340,0.220,1.5,4.1,5.1,2.8,0.000,0.0,2.0,0.508,0.648,0.000,4.0,0.0,0.0
621,01/11/24 19:30:00,0.414,7.0,0.472,6.5,2.3,0.343,4.8,0.390,3.6,1.7,5.5,0.410,6.0,0.312,6.3,1.3,7.1,2.5,0.300,0.352,3.8,4.7,1.8,6.1,5.0,0.278,2.8,0.161,7.0,0.340,0.220,1.5,4.1,5.1,2.8,0.639,5.6,2.0,0.505,0.648,0.637,4.0,6.5,7.0
622,01/11/24 19:35:00,0.414,7.1,0.472,6.5,2.2,0.343,4.8,0.390,3.6,1.6,5.6,0.410,5.8,0.312,6.3,1.3,7.1,2.5,0.300,0.352,3.7,4.7,1.8,6.1,5.0,0.278,2.7,0.161,7.0,0.340,0.220,1.5,4.1,5.1,2.8,0.639,5.6,2.0,0.503,0.648,0.637,4.0,6.5,7.1
623,01/11/24 19:40:00,0.414,7.0,0.472,6.5,2.3,0.343,4.8,0.390,3.6,1.7,5.6,0.410,5.8,0.312,6.5,1.3,7.1,2.6,0.300,0.352,3.7,4.7,1.8,6.1,5.0,0.278,2.7,0.161,7.0,0.340,0.220,1.5,4.0,5.1,2.8,0.639,5.6,2.0,0.502,0.648,0.637,3.8,6.5,7.1
624,01/11/24 19:45:00,0.414,7.0,0.472,6.5,2.3,0.343,4.8,0.390,3.6,1.6,5.6,0.410,6.0,0.312,6.3,1.3,7.1,2.5,0.300,0.352,3.8,4.7,1.8,6.1,5.0,0.277,2.7,0.161,6.8,0.340,0.220,1.5,4.1,5.0,2.8,0.639,5.5,2.0,0.501,0.648,0.637,4.0,6.5,7.1
625,01/11/24 19:50:00,0.414,7.0,0.472,6.5,2.3,0.343,4.7,0.392,3.6,1.6,5.5,0.410,6.0,0.312,6.3,1.3,7.1,2.5,0.300,0.352,3.8,4.7,1.8,6.1,5.0,0.278,2.8,0.161,7.0,0.340,0.220,1.5,4.1,5.0,2.8,0.639,5.6,2.0,0.500,0.648,0.637,4.0,6.5,7.1
626,01/11/24 19:55:00,0.414,7.0,0.472,6.5,2.3,0.343,4.8,0.390,3.6,1.7,5.6,0.410,5.8,0.312,6.3,1.3,7.1,2.5,0.300,0.352,3.8,4.7,1.8,6.1,5.0,0.278,2.8,0.161,7.0,0.340,0.220,1.5,4.0,5.1,2.8,0.000,0.0,2.0,0.500,0.648,0.000,4.0,0.0,0.0
627,01/11/24 20:00:00,0.414,7.1,0.472,6.5,2.3,0.343,4.8,0.390,3.6,1.7,5.6,0.410,5.8,0.312,6.5,1.3,7.1,2.5,0.300,0.352,3.7,4.7,1.8,6.1,5.0,0.278,2.7,0.161,7.0,0.340,0.220,1.5,4.0,5.0,2.8,0.639,5.6,2.0,0.499,0.648,0.637,4.0,6.5,7.1
628,01/11/24 20:05:00,0.414,7.0,0.472,6.5,2.3,0.343,4.8,0.390,3.6,1.6,5.5,0.410,6.0,0.312,6.5,1.3,7.1,2.6,0.300,0.352,3.8,4.7,1.8,6.1,5.0,0.278,2.8,0.161,7.0,0.340,0.220,1.5,4.1,5.1,2.8,0.639,5.6,2.0,0.498,0.648,0.637,3.8,6.5,7.0
629,01/11/24 20:10:00,0.414,7.1,0.472,6.5,2.3,0.343,4.8,0.390,3.7,1.6,5.6,0.410,6.0,0.311,6.3,1.3,7.1,2.6,0.300,0.352,3.8,4.7,1.8,6.1,5.0,0.278,2.8,0.161,7.0,0.340,0.220,1.5,4.1,5.0,2.8,0.639,5.6,2.0,0.497,0.648,0.637,4.0,6.5,7.1
630,01/11/24 20:15:00,0.414,7.0,0.472,6.5,2.3,0.343,4.8,0.390,3.6,1.7,5.6,0.410,6.0,0.311,6.5,1.2,7.1,2.5,0.300,0.352,3.8,4.7,1.8,6.1,5.0,0.277,2.7,0.161,7.0,0.340,0.220,1.5,4.1,5.1,2.8,0.639,5.6,2.0,0.496,0.648,0.637,4.0,6.5,7.0
631,01/11/24 20:20:00,0.414,7.0,0.472,6.5,2.3,0.343,4.7,0.390,3.7,1.6,5.6,0.410,6.0,0.311,6.5,1.3,7.1,2.5,0.300,0.352,3.8,4.7,1.8,6.1,5.0,0.278,2.7,0.161,7.0,0.340,0.220,1.5,4.1,5.1,2.8,0.639,5.6,2.0,0.496,0.648,0.637,4.0,6.5,7.0
632,01/11/24 20:25:00,0.414,7.0,0.472,6.5,2.3,0.343,4.8,0.390,3.7,1.7,5.5,0.410,5.8,0.311,6.3,1.3,7.1,2.5,0.300,0.352,3.7,4.7,1.8,6.1,5.1,0.278,2.7,0.161,7.0,0.340,0.220,1.5,4.1,5.0,2.8,0.639,5.5,2.0,0.496,0.648,0.637,4.0,6.5,7.1
633,01/11/24 20:30:00,0.414,7.1,0.472,6.5,2.3,0.343,4.7,0.390,3.6,1.6,5.5,0.410,6.0,0.311,6.3,1.3,7.1,2.5,0.300,0.352,3.7,4.7,1.8,6.1,5.0,0.278,2.7,0.161,7.0,0.340,0.220,1.5,4.1,5.1,2.8,0.639,5.5,2.0,0.495,0.648,0.637,4.0,6.5,7.0
634,01/11/24 20:35:00,0.414,7.1,0.472,6.5,2.3,0.343,4.7,0.390,3.6,1.6,5.5,0.410,6.0,0.311,6.3,1.3,7.3,2.5,0.300,0.352,3.8,4.7,1.8,6.1,5.0,0.278,2.7,0.161,7.0,0.340,0.220,1.5,4.0,5.1,2.8,0.000,0.0,2.0,0.495,0.648,0.000,4.0,0.0,0.0
635,01/11/24 20:40:00,0.414,7.0,0.472,6.5,2.3,0.343,4.8,0.390,3.6,1.6,5.6,0.410,6.0,0.311,6.3,1.3,7.1,2.5,0.300,0.352,3.7,4.7,1.8,6.1,5.0,0.277,2.8,0.161,7.0,0.340,0.220,1.5,4.0,5.0,2.8,0.639,5.5,2.0,0.495,0.648,0.637,4.0,6.5,7.1
636,01/11/24 20:45:00,0.414,7.1,0.472,6.5,2.3,0.343,4.8,0.390,3.6,1.7,5.6,0.410,5.8,0.311,6.3,1.3,7.1,2.6,0.300,0.352,3.8,4.7,1.8,6.1,5.0,0.277,2.8,0.161,7.0,0.340,0.220,1.5,4.1,5.1,2.8,0.000,0.0,2.0,0.495,0.648,0.000,4.0,0.0,0.0
637,01/11/24 20:50:00,0.414,7.0,0.472,6.5,2.3,0.343,4.8,0.390,3.7,1.6,5.6,0.410,6.0,0.311,6.3,1.3,7.1,2.5,0.300,0.352,3.7,4.7,1.8,6.1,5.0,0.278,2.8,0.161,7.0,0.340,0.220,1.5,4.1,5.0,2.8,0.639,5.6,2.0,0.494,0.648,0.637,4.0,6.5,7.1
638,01/11/24 20:55:00,0.414,7.0,0.472,6.5,2.3,0.343,4.8,0.390,3.6,1.7,5.6,0.410,6.0,0.311,6.3,1.3,7.1,2.6,0.300,0.352,3.8,4.7,1.8,6.1,5.0,0.278,2.8,0.161,7.0,0.340,0.220,1.5,4.1,5.1,2.8,0.639,5.5,2.0,0.494,0.648,0.637,4.0,6.5,7.0
639,01/11/24 21:00:00,0.414,7.0,0.472,6.5,2.2,0.343,4.8,0.390,3.6,1.7,5.6,0.410,6.0,0.311,6.3,1.3,7.1,2.5,0.300,0.352,3.8,4.7,1.8,6.1,5.0,0.278,2.7,0.161,7.0,0.340,0.220,1.5,4.1,5.1,2.8,0.639,5.6,2.0,0.494,0.648,0.637,4.0,6.5,7.0
640,01/11/24 21:05:00,0.414,7.1,0.472,6.5,2.3,0.343,4.8,0.390,3.6,1.7,5.6,0.410,5.8,0.311,6.3,1.3,7.3,2.5,0.300,0.352,3.8,4.7,1.8,6.1,5.0,0.278,2.7,0.161,7.0,0.340,0.220,1.5,4.1,5.0,2.8,0.639,5.6,2.0,0.493,0.648,0.637,4.0,6.5,7.0
641,01/11/24 21:10:00,0.414,7.0,0.472,6.5,2.3,0.343,4.7,0.390,3.6,1.7,5.6,0.410,6.0,0.311,6.3,1.3,7.1,2.5,0.300,0.352,3.8,4.7,1.8,6.1,5.0,0.278,2.7,0.161,6.8,0.340,0.220,1.5,4.0,5.1,2.8,0.000,0.0,2.0,0.493,0.648,0.000,4.0,0.0,0.0
642,01/11/24 21:15:00,0.414,7.1,0.472,6.5,2.3,0.343,4.8,0.390,3.6,1.7,5.5,0.410,6.0,0.311,6.3,1.3,7.1,2.6,0.300,0.352,3.8,4.7,1.8,6.1,5.0,0.278,2.8,0.161,7.0,0.340,0.220,1.5,4.1,5.1,2.8,0.639,5.6,2.0,0.492,0.648,0.637,4.0,6.5,7.0
643,01/11/24 21:20:00,0.414,7.0,0.472,6.5,2.3,0.343,4.7,0.390,3.7,1.7,5.6,0.410,5.8,0.311,6.3,1.3,7.3,2.6,0.300,0.352,3.7,4.7,1.8,6.1,5.0,0.278,2.8,0.161,6.8,0.340,0.220,1.5,4.0,5.0,2.8,0.639,5.5,2.0,0.492,0.648,0.637,4.0,6.5,7.0
644,01/11/24 21:25:00,0.414,7.1,0.472,6.5,2.3,0.343,4.8,0.390,3.6,1.6,5.5,0.410,5.8,0.311,6.3,1.3,7.1,2.5,0.300,0.352,3.8,4.7,1.8,6.1,5.0,0.278,2.7,0.161,7.0,0.340,0.220,1.5,4.0,5.1,2.8,0.639,5.6,2.0,0.491,0.648,0.637,3.8,6.5,7.1
645,01/11/24 21:30:00,0.414,7.1,0.472,6.5,2.3,0.343,4.8,0.390,3.6,1.7,5.5,0.410,6.0,0.311,6.3,1.3,7.1,2.5,0.300,0.352,3.8,4.7,1.8,6.1,5.0,0.277,2.8,0.161,7.0,0.340,0.220,1.5,4.0,5.1,2.8,0.639,5.6,2.1,0.491,0.648,0.637,4.0,6.5,7.0
646,01/11/24 21:35:00,0.414,7.1,0.472,6.5,2.3,0.343,4.7,0.390,3.6,1.6,5.5,0.410,5.8,0.311,6.5,1.3,7.1,2.5,0.300,0.352,3.7,4.7,1.8,6.1,5.0,0.278,2.7,0.161,7.0,0.340,0.220,1.5,4.0,5.0,2.8,0.639,5.5,2.0,0.490,0.648,0.637,3.8,6.5,7.1
647,01/11/24 21:40:00,0.414,7.0,0.472,6.5,2.3,0.343,4.7,0.390,3.6,1.7,5.6,0.410,5.8,0.311,6.3,1.3,7.1,2.5,0.300,0.352,3.7,4.7,1.8,6.1,5.0,0.277,2.7,0.161,7.0,0.340,0.220,1.5,4.0,5.0,2.8,0.639,5.5,2.0,0.490,0.648,0.637,4.0,6.5,7.1
648,01/11/24 21:45:00,0.414,7.0,0.472,6.5,2.3,0.343,4.7,0.390,3.6,1.7,5.6,0.410,6.0,0.311,6.3,1.3,7.3,2.5,0.300,0.352,3.7,4.7,1.8,6.1,5.0,0.278,2.8,0.161,7.0,0.340,0.220,1.5,4.1,5.0,2.8,0.639,5.5,2.0,0.490,0.648,0.637,4.0,6.5,7.0
649,01/11/24 21:50:00,0.414,7.0,0.472,6.5,2.3,0.343,4.7,0.390,3.7,1.7,5.6,0.410,5.8,0.312,6.3,1.3,7.1,2.5,0.300,0.352,3.8,4.7,1.8,6.1,5.0,0.278,2.7,0.161,6.8,0.340,0.220,1.5,4.0,5.0,2.8,0.639,5.6,2.0,0.490,0.648,0.637,4.0,6.5,7.0
650,01/11/24 21:55:00,0.414,7.0,0.472,6.5,2.2,0.343,4.7,0.390,3.6,1.7,5.5,0.410,6.0,0.312,6.3,1.2,7.1,2.5,0.300,0.352,3.8,4.7,1.8,6.1,5.1,0.278,2.7,0.161,7.0,0.340,0.220,1.6,4.1,5.0,2.8,0.639,5.5,2.0,0.489,0.648,0.637,4.0,6.5,7.0
651,01/11/24 22:00:00,0.414,7.0,0.472,6.5,2.3,0.343,4.8,0.390,3.6,1.7,5.6,0.410,5.8,0.312,6.3,1.3,7.1,2.5,0.300,0.352,3.8,4.7,1.8,6.1,5.0,0.278,2.7,0.161,7.0,0.340,0.220,1.5,4.1,5.1,2.8,0.639,5.5,2.0,0.489,0.648,0.637,4.0,6.5,7.0
652,01/11/24 22:05:00,0.414,7.1,0.472,6.5,2.3,0.343,4.7,0.390,3.6,1.6,5.6,0.410,5.8,0.312,6.3,1.3,7.1,2.5,0.300,0.352,3.8,4.7,1.8,6.1,5.0,0.277,2.7,0.161,7.0,0.340,0.220,1.5,4.0,5.1,2.8,0.639,5.5,2.0,0.489,0.648,0.637,4.0,6.5,7.0
653,01/11/24 22:10:00,0.414,7.1,0.472,6.5,2.3,0.343,4.7,0.390,3.6,1.7,5.5,0.410,5.8,0.312,6.3,1.3,7.3,2.5,0.300,0.352,3.8,4.7,1.8,6.1,5.0,0.278,2.7,0.161,7.0,0.340,0.220,1.5,4.1,5.0,2.8,0.000,0.0,2.0,0.489,0.648,0.000,4.0,0.0,0.0
654,01/11/24 22:15:00,0.414,7.1,0.472,6.5,2.3,0.343,4.8,0.390,3.6,1.6,5.5,0.410,5.8,0.312,6.5,1.3,7.1,2.5,0.300,0.352,3.8,4.7,1.8,6.1,5.0,0.278,2.7,0.161,6.8,0.340,0.220,1.5,4.1,5.1,2.8,0.639,5.5,2.0,0.489,0.648,0.637,4.0,6.5,7.0
655,01/11/24 22:20:00,0.414,7.0,0.472,6.5,2.3,0.343,4.8,0.390,3.6,1.7,5.5,0.410,5.8,0.312,6.3,1.3,7.1,2.6,0.300,0.352,3.8,4.7,1.8,6.1,5.0,0.278,2.8,0.161,7.0,0.340,0.220,1.5,4.0,5.0,2.8,0.639,5.6,2.0,0.488,0.648,0.637,3.8,6.5,7.0
656,01/11/24 22:25:00,0.414,7.1,0.472,6.5,2.3,0.343,4.7,0.392,3.6,1.7,5.6,0.410,5.8,0.312,6.3,1.3,7.1,2.6,0.300,0.352,3.8,4.7,1.8,6.1,5.0,0.277,2.7,0.161,7.0,0.340,0.220,1.5,4.1,5.0,2.8,0.639,5.6,2.0,0.488,0.648,0.637,4.0,6.5,7.0
657,01/11/24 22:30:00,0.414,7.0,0.472,6.5,2.3,0.343,4.7,0.390,3.7,1.7,5.6,0.410,5.8,0.312,6.3,1.3,7.1,2.6,0.300,0.352,3.8,4.7,1.8,6.1,5.0,0.278,2.7,0.161,7.0,0.340,0.220,1.5,4.0,5.0,2.8,0.639,5.5,2.0,0.488,0.648,0.637,4.0,6.5,7.0
658,01/11/24 22:35:00,0.414,7.0,0.472,6.5,2.3,0.343,4.7,0.392,3.6,1.7,5.6,0.410,6.0,0.312,6.3,1.3,7.1,2.5,0.300,0.352,3.8,4.7,1.8,6.1,5.0,0.278,2.7,0.161,7.0,0.340,0.220,1.6,4.1,5.0,2.8,0.639,5.5,2.0,0.488,0.648,0.637,4.0,6.5,7.0
659,01/11/24 22:40:00,0.414,7.0,0.472,6.5,2.3,0.343,4.7,0.392,3.6,1.7,5.5,0.410,5.8,0.312,6.3,1.3,7.1,2.6,0.300,0.352,3.8,4.7,1.8,6.0,5.0,0.277,2.7,0.161,6.8,0.340,0.220,1.6,4.0,5.0,2.8,0.000,0.0,2.0,0.488,0.648,0.000,4.0,0.0,0.0
660,01/11/24 22:45:00,0.414,7.0,0.472,6.5,2.3,0.343,4.8,0.390,3.6,1.6,5.5,0.410,6.0,0.312,6.3,1.3,7.1,2.6,0.300,0.352,3.8,4.7,1.8,6.1,5.0,0.278,2.7,0.161,7.0,0.340,0.220,1.5,4.0,5.1,2.8,0.639,5.5,2.0,0.488,0.648,0.637,4.0,6.5,7.1
661,01/11/24 22:50:00,0.414,7.0,0.472,6.5,2.3,0.343,4.7,0.390,3.6,1.7,5.6,0.410,5.8,0.312,6.3,1.3,7.1,2.6,0.300,0.352,3.8,4.7,1.8,6.1,5.0,0.278,2.7,0.161,6.8,0.340,0.220,1.5,4.1,5.1,2.8,0.639,5.5,2.0,0.488,0.648,0.637,4.0,6.5,7.0
662,01/11/24 22:55:00,0.414,7.0,0.472,6.5,2.3,0.343,4.7,0.390,3.6,1.7,5.5,0.410,5.8,0.312,6.3,1.3,7.1,2.5,0.300,0.352,3.8,4.7,1.8,6.1,5.0,0.278,2.7,0.161,7.0,0.340,0.220,1.5,4.1,5.0,2.8,0.639,5.5,2.0,0.487,0.648,0.637,4.0,6.5,7.1
663,01/11/24 23:00:00,0.414,7.1,0.472,6.5,2.3,0.343,4.8,0.390,3.6,1.7,5.5,0.410,5.8,0.312,6.3,1.3,7.1,2.5,0.300,0.352,3.7,4.7,1.8,6.1,5.0,0.277,2.8,0.161,7.0,0.340,0.220,1.5,4.1,5.0,2.8,0.639,5.6,2.0,0.487,0.648,0.637,3.8,6.5,7.0
664,01/11/24 23:05:00,0.414,7.0,0.472,6.5,2.3,0.343,4.7,0.390,3.7,1.7,5.6,0.410,6.0,0.312,6.3,1.2,7.1,2.5,0.300,0.352,3.7,4.7,1.8,6.1,5.0,0.278,2.7,0.161,6.8,0.340,0.220,1.5,4.1,5.0,2.7,0.000,0.0,2.0,0.487,0.648,0.000,4.0,0.0,0.0
665,01/11/24 23:10:00,0.414,7.1,0.472,6.5,2.3,0.343,4.7,0.392,3.7,1.7,5.5,0.410,5.8,0.312,6.3,1.3,7.1,2.5,0.300,0.352,3.8,4.7,1.8,6.1,5.0,0.277,2.7,0.161,6.8,0.340,0.220,1.5,4.0,5.0,2.8,0.639,5.5,2.0,0.487,0.648,0.637,4.0,6.5,7.1
666,01/11/24 23:15:00,0.414,7.0,0.472,6.5,2.3,0.343,4.7,0.390,3.6,1.7,5.5,0.410,5.8,0.312,6.3,1.3,7.1,2.5,0.300,0.352,3.8,4.7,1.8,6.0,5.0,0.278,2.7,0.161,7.0,0.340,0.220,1.5,4.0,5.1,2.8,0.639,5.5,2.0,0.487,0.648,0.637,4.0,6.5,7.0
667,01/11/24 23:20:00,0.414,7.0,0.472,6.5,2.3,0.343,4.7,0.390,3.7,1.7,5.5,0.410,6.0,0.313,6.3,1.3,7.1,2.5,0.300,0.352,3.8,4.7,1.8,6.1,5.0,0.278,2.7,0.161,6.8,0.340,0.220,1.5,4.0,5.0,2.8,0.639,5.6,2.0,0.487,0.648,0.637,4.0,6.5,7.1
668,01/11/24 23:25:00,0.414,7.0,0.472,6.5,2.3,0.343,4.7,0.390,3.6,1.7,5.5,0.410,5.8,0.313,6.3,1.3,7.1,2.5,0.300,0.352,3.7,4.7,1.8,6.1,5.0,0.278,2.7,0.161,7.0,0.340,0.220,1.5,4.0,5.0,2.8,0.639,5.5,2.1,0.487,0.648,0.637,4.0,6.5,7.0
669,01/11/24 23:30:00,0.414,7.1,0.472,6.5,2.3,0.343,4.7,0.390,3.6,1.7,5.5,0.410,5.8,0.313,6.3,1.3,7.1,2.5,0.300,0.352,3.8,4.7,1.8,6.1,5.0,0.278,2.7,0.161,6.8,0.340,0.220,1.6,4.0,5.0,2.8,0.639,5.5,2.0,0.487,0.648,0.637,4.0,6.5,7.0
670,01/11/24 23:35:00,0.414,7.0,0.472,6.5,2.3,0.343,4.7,0.390,3.6,1.7,5.5,0.410,6.0,0.313,6.3,1.3,7.1,2.6,0.300,0.352,3.8,4.7,1.8,6.1,5.0,0.278,2.7,0.161,6.8,0.340,0.220,1.5,4.1,5.0,2.8,0.000,0.0,2.0,0.486,0.648,0.000,3.8,0.0,0.0
671,01/11/24 23:40:00,0.414,7.0,0.472,6.5,2.3,0.343,4.7,0.390,3.7,1.7,5.5,0.410,6.0,0.313,6.3,1.3,7.1,2.6,0.300,0.352,3.7,4.7,1.8,6.1,5.0,0.278,2.7,0.161,6.8,0.340,0.220,1.5,4.1,5.0,2.8,0.639,5.5,2.0,0.484,0.648,0.637,4.0,6.5,7.1
672,01/11/24 23:45:00,0.414,7.0,0.472,6.5,2.3,0.343,4.8,0.390,3.6,1.7,5.5,0.410,5.8,0.313,6.3,1.3,7.1,2.5,0.300,0.352,3.7,4.7,1.8,6.1,5.0,0.278,2.7,0.161,7.0,0.340,0.220,1.6,4.0,5.1,2.8,0.639,5.5,2.0,0.483,0.648,0.637,3.8,6.5,7.0
673,01/11/24 23:50:00,0.414,7.0,0.472,6.5,2.3,0.343,4.7,0.390,3.6,1.7,5.5,0.410,5.8,0.313,6.3,1.3,7.1,2.5,0.300,0.352,3.7,4.7,1.8,6.1,5.0,0.278,2.7,0.161,6.8,0.340,0.220,1.6,4.1,5.0,2.8,0.639,5.5,2.0,0.483,0.648,0.637,4.0,6.5,7.0
674,01/11/24 23:55:00,0.414,7.0,0.472,6.5,2.3,0.343,4.7,0.390,3.6,1.7,5.5,0.410,5.8,0.313,6.3,1.3,7.1,2.5,0.300,0.352,3.7,4.7,1.8,6.1,5.0,0.277,2.8,0.161,7.0,0.340,0.220,1.5,4.0,5.1,2.8,0.639,5.5,2.0,0.482,0.648,0.637,4.0,6.5,7.0
675,01/12/24 00:00:00,0.414,7.0,0.472,6.5,2.3,0.343,4.7,0.390,3.6,1.6,5.5,0.410,5.8,0.313,6.3,1.3,7.1,2.5,0.300,0.352,3.8,4.7,1.8,6.1,5.0,0.278,2.7,0.161,7.0,0.340,0.220,1.5,4.0,5.0,2.8,0.639,5.5,2.0,0.482,0.648,0.637,4.0,6.5,7.0
676,01/12/24 00:05:00,0.414,7.0,0.472,6.5,2.3,0.343,4.8,0.390,3.6,1.6,5.5,0.410,5.8,0.313,6.3,1.3,7.1,2.6,0.300,0.352,3.8,4.7,2.0,6.1,5.0,0.278,2.7,0.161,6.8,0.340,0.220,1.6,4.1,5.0,2.8,0.000,0.0,2.0,0.482,0.648,0.000,4.0,0.0,0.0
677,01/12/24 00:10:00,0.414,7.0,0.472,6.5,2.3,0.343,4.7,0.392,3.7,1.7,5.5,0.410,5.8,0.314,6.3,1.3,7.1,2.5,0.300,0.352,3.8,4.7,1.8,6.1,5.0,0.278,2.8,0.161,6.8,0.340,0.220,1.5,4.0,5.0,2.8,0.639,5.5,2.0,0.482,0.648,0.637,4.0,6.5,7.0
678,01/12/24 00:15:00,0.414,7.0,0.472,6.5,2.3,0.343,4.7,0.390,3.6,1.7,5.5,0.410,5.8,0.314,6.3,1.3,7.1,2.6,0.300,0.352,3.8,4.7,1.8,6.1,5.0,0.278,2.8,0.161,6.8,0.340,0.220,1.5,4.0,5.0,2.8,0.639,5.5,2.0,0.482,0.648,0.637,3.8,6.5,7.0
679,01/12/24 00:20:00,0.414,7.0,0.472,6.5,2.3,0.343,4.7,0.390,3.6,1.7,5.5,0.410,5.8,0.314,6.3,1.3,7.1,2.5,0.300,0.352,3.8,4.7,1.8,6.1,5.0,0.277,2.7,0.161,6.8,0.340,0.220,1.6,4.0,5.0,2.8,0.639,5.5,2.0,0.481,0.648,0.637,4.0,6.5,7.0
